Gene ID, elongating embryo, L1 larva, L2 larva, dauer larva, L3 larva, adult
C08G5.6,0.4,0.6,0.6,0.1,3,1
C08G9.1,6,36,22,44,18,8
C08G9.2,0.1,5,0.6,10,0.4,0.3
C09B7.2,52,21,21,22,17,9
C09B8.3,3,3,8,4,0.2,35
C09B8.4,2,3,0.7,32,0.8,3
C09B8.5,12,0.1,2,75,14,5
C09B8.8,1,2,0.7,8,0.3,2
C09B9.1,18,0.6,0.2,5,0.2,0.3
C09B9.2,,0.1,0.4,,31,
C09B9.4,,5,0.1,,0.1,
C09B9.7,,1,16,,,
clec-89,0.1,2,1,1,2,0.2
C09D4.1,5,42,7,15,7,2
C09D4.2,5,54,6,52,15,8
C09D4.3,0.7,0.1,7,0.5,2,0.3
C09D4.4,20,18,13,23,20,28
C09D4.6,,0.6,8,,,
srxa-5,,0.1,0.1,1,0.1,0.7
C09E7.4,29,4,6,6,3,4
C09E7.5,0.1,0.8,0.4,0.2,0.5,0.2
C09E7.6,9,4,4,7,4,2
C09E7.7,13,6,5,8,6,6
C09E7.8,0.5,4,8,6,1,11
C09E8.1,16,14,16,10,17,8
lips-7,0.4,0.2,0.1,0.7,21,0.9
mlt-10,1,85,0.3,14,31,0.3
C09F5.1,99,77,30,16,15,4
orai-1,10,6,10,8,10,13
C09F5.3,4,0.3,0.1,0.3,0.3,4
pkg-2,11,72,43,104,29,24
ceh-53,21,0.3,0.1,6,16,7
tsg-101,42,20,19,14,12,38
catp-3,0.2,1,7,74,8,9
C10A4.1,0.1,0.4,0.2,0.6,0.3,0.3
C10A4.3,46,1,0.2,8,63,11
C10A4.4,,0.1,0.1,,5,2
gad-2,0.4,0.7,0.7,0.3,0.7,2
C10A4.6,,2,,,,
C10A4.7,0.7,0.1,0.3,0.3,0.2,0.1
C10B5.1,7,2,4,3,1,6
C10B5.3,38,52,27,9,16,22
C10E2.1,0.4,0.7,0.1,0.4,0.4,1
C10E2.2,0.2,2,3,0.8,1,3
C10E2.4,0.1,7,0.9,2,0.7,0.8
C10E2.5,1,4,1,0.7,0.2,0.3
mct-6,129,25,36,28,57,46
cpg-4,4,3,4,0.3,52,3
mcp-1,14,19,10,13,6,3
C10F3.7,1,0.1,1,1,2,133
egal-1,122,52,45,32,38,6
C10G8.2,,2,,,,
C10G8.3,0.9,3,0.3,0.3,0.2,0.6
C10G8.4,,0.7,0.1,2,92,51
C10G8.8,59,44,25,49,43,18
C10G11.1,,0.6,0.2,,0.5,31
C10G11.6,11,10,5,9,4,10
chdp-1,861,65,90,55,83,238
C10G11.8,,173,,,,
C10G11.10,,0.4,0.7,0.1,0.9,26
viln-1,28,4,8,19,7,17
ugt-25,2,40,14,3,3,9
ugt-28,2,3,2,2,11,0.4
ugt-27,0.1,0.1,92,0.4,0.2,0.3
ugt-26,6,7,18,0.4,9,6
C10H11.7,166,0.1,0.1,0.5,0.5,0.4
mlst-8,19,18,9,12,7,18
kca-1,2,3,2,3,6,82
asp-9,0.6,427,0.3,3,160,0.1
C11D2.3,0.8,0.4,0.4,0.6,0.6,2
C11D2.4,17,8,13,10,19,22
C11D2.7,82,63,52,56,47,38
tiam-1,4,10,6,7,4,1
nhr-152,5,4,1,9,0.3,25
C12D5.3,0.6,6,1,0.5,1,0.1
C12D5.4,7,0.2,0.4,0.1,0.1,0.4
C12D5.5,5,0.8,0.4,0.2,2,0.1
cyp-33A1,1,7,13,14,4,7
C12D5.9,0.1,6,2,0.7,0.5,0.7
C12D5.10,0.5,0.1,0.1,0.2,0.2,0.1
sre-11,,0.3,0.1,,0.1,0.2
C12D12.1,49,101,45,8,45,22
C12D12.3,1,2,3,11,3,5
sox-4,4,35,6,4,11,4
C13A2.1,,0.4,0.2,,4,
C13A2.3,0.2,0.4,4,0.7,2,0.1
C13A2.5,,0.1,0.4,,,
C13A2.6,,0.2,,,,
C13A2.7,,0.1,,,,
C13A2.9,,0.5,,,,
C13A10.1,0.3,0.5,4,0.1,1,0.9
C13A10.2,0.3,8,44,0.4,4,25
C13B9.2,1,0.6,1,4,1,5
copd-1,131,51,112,39,94,62
pdfr-1,1,29,16,19,8,2
ugt-7,2,2,0.8,2,0.7,0.3
C13E3.1,13,14,2,0.5,0.4,12
C13F10.1,3,6,5,11,3,5
kxd-1,53,6,8,10,6,17
soap-1,34,13,21,14,18,30
C13F10.5,25,19,8,17,9,21
C13F10.6,27,9,7,12,9,21
C13F10.7,63,7,16,23,20,49
C13G5.2,7,3,4,18,5,41
C14A11.2,51,6,0.6,2,0.3,47
C14A11.5,0.1,1,0.2,2,0.4,0.3
C14A11.6,0.1,0.9,1,4,1,0.1
C14B9.2,420,37,171,36,141,19
C14B9.3,0.1,14,11,36,1,4
C14B9.8,26,15,15,13,15,17
C14B9.10,211,24,333,199,466,339
C14C6.2,0.8,2,33,11,49,0.3
nhr-155,,3,,,,
C14C6.5,0.1,300,15,15,76,2
C14C6.8,,0.1,,,,
C14C6.12,,0.3,0.7,,26,
C14C11.1,,0.4,0.2,16,0.1,0.1
C14C11.2,0.4,0.6,0.7,1,1,1
hex-2,63,16,31,16,36,5
C14C11.4,0.3,0.3,5,8,1,0.1
C14C11.7,42,7,24,29,30,106
C14E2.1,,0.4,,,,
C14E2.5,,0.2,0.7,,,
C14E2.6,,3,,,,
dct-1,156,594,24,49,6,24
sfxn-2,18,19,17,5,14,5
got-2.2,8,141,219,114,257,245
lrch-1,82,30,18,15,11,3
C14F11.4,0.1,2,0.2,0.7,2,13
C14F11.6,33,96,34,168,6,115
C14F11.7,2,0.2,1,3,0.9,3
C15B12.1,5,10,10,3,1,12
C15B12.2,0.1,0.5,0.1,0.8,0.1,0.4
C15B12.3,,0.4,7,,,
C15B12.4,0.6,5,3,0.3,0.7,0.3
actl-1,17,9,7,5,5,2
C15B12.8,0.7,0.4,0.6,1,0.4,1
syx-6,30,13,8,10,11,12
C15C7.4,10,36,15,0.7,4,11
C15C7.5,169,96,364,116,162,40
C15C7.6,0.2,2,0.6,0.8,0.6,0.1
C15C7.7,31,6,22,5,20,5
C15F1.1,34,44,14,0.1,4,0.5
C15F1.2,1,3,34,0.4,0.3,1
C15F1.5,3,0.8,1,0.6,4,1
C15F1.8,1,2,2,1,3,3
C15H9.2,0.2,1,0.5,2,0.8,0.7
C15H9.3,0.4,0.3,0.4,0.4,0.2,1
C15H9.4,35,14,12,27,11,22
C15H9.5,27,31,15,11,13,7
kynu-1,29,19,33,8,54,23
C15H9.9,112,165,167,61,173,77
C15H9.11,0.4,30,24,12,4,15
smrc-1,5,6,7,12,3,10
C16A3.2,17,4,6,9,5,17
C16A3.4,89,152,79,241,68,102
C16A3.5,220,82,309,122,247,172
C16A3.6,178,182,64,454,69,60
thoc-2,34,16,16,23,20,30
oatr-1,19,62,120,44,227,97
C16A11.2,11,7,9,14,13,17
C16A11.3,0.8,1,2,7,5,11
C16A11.4,3,6,15,9,9,27
C16A11.5,0.5,0.9,2,1,2,3
fbxc-44,5,2,6,4,5,12
C16A11.7,55,6,2,0.9,11,0.7
clec-135,,0.1,0.1,0.1,0.2,20
C16B8.2,0.1,3,3,2,1,1
C16B8.3,1,64,80,34,78,55
C16B8.4,34,12,5,7,8,2
math-14,,9,46,,,
math-15,0.3,0.4,3,15,0.7,0.1
fbxb-98,2,0.1,0.9,12,0.6,1
math-8,,0.1,7,,,
math-10,,0.3,0.2,,,
skpo-2,0.1,9,8,74,2,0.1
C16C8.4,3,1,6,6,2,10
C16C8.5,7,8,4,1,10,10
C16C8.11,2,5,3,4,8,3
C16C8.12,1,1,1,0.9,9,1
C16C8.13,0.8,1,1,0.3,3,0.7
C16C8.14,1,0.8,3,1,3,6
C16C8.16,4,3,9,6,10,17
C16C8.17,,0.4,25,,,
C16C8.18,,0.2,0.7,28,0.1,0.1
C16D9.1,8,4,13,0.2,0.2,0.2
C16D9.3,0.4,3,0.2,1,0.8,2
C16D9.4,1,9,3,13,6,1
C16D9.5,0.2,1,0.9,1,0.1,0.1
C16D9.6,10,21,5,9,2,2
srt-25,,0.1,1,,0.2,1
C16D9.8,,0.1,0.2,,,
C16D9.9,2,1,0.4,1,7,0.1
C16E9.1,0.1,20,10,77,6,0.8
C16E9.2,19,19,7,10,5,9
ncs-7,4,3,0.8,0.3,0.1,0.1
C16H3.3,88,48,14,10,7,4
C17B7.2,,4,0.5,,,
C17B7.3,,0.8,,,,
C17B7.4,,0.3,80,,,
C17B7.5,8,0.7,0.1,0.3,0.1,0.1
C17B7.8,,0.2,0.1,,0.9,
C17B7.10,,0.3,2,,,
fbxa-65,5,1,10,6,18,2
C17B7.12,,0.4,0.7,2,0.2,0.1
C17C3.1,6,12,10,15,6,9
C17C3.3,0.1,0.1,13,9,3,5
C17C3.5,4,0.1,1,0.2,1,0.1
C17C3.6,0.2,0.2,0.8,12,0.2,2
C17C3.9,,25,,,,
C17C3.11,,0.2,4,,,
acdh-2,4,1,0.7,0.2,5,1
C17C3.15,1,3,3,0.5,0.6,1
nhr-156,0.3,3,3,3,2,3
sre-9,,0.1,0.5,0.5,0.4,2
C17E7.4,1,3,7,0.4,2,52
nhr-157,0.8,0.2,0.1,0.1,0.1,2
nhr-158,0.1,4,0.9,3,0.4,0.2
nhr-159,,0.2,0.5,,1,
C17E7.9,34,16,2,6,4,2
C17E7.12,117,67,4,21,10,8
C17E7.13,13,1,2,2,0.1,34
C17F3.1,,59,20,0.2,46,235
C17F3.3,,0.7,0.1,36,0.1,0.1
C17F4.2,0.9,7,3,1,4,0.1
C17F4.3,,0.2,0.2,,,
fbxc-50,8,1,2,3,0.5,6
C17F4.7,19,72,1290,32,2680,1620
C17F4.8,3,1,0.1,27,1,5
C17G10.1,17,16,12,23,16,25
ttc-4,4,12,16,17,5,14
C17G10.3,0.1,0.2,2,0.5,2,0.2
C17G10.6,0.5,10,0.1,0.5,0.1,0.6
C17G10.7,1,10,40,2,3,43
eif-3.L,100,50,95,50,113,73
C17H11.1,0.4,1,0.8,0.6,1,7
C17H11.2,14,26,6,5,6,9
C17H11.5,4,21,1,1,0.6,2
C17H11.6,51,45,21,32,15,9
dyci-1,49,42,55,45,59,44
C17H12.2,29,4,8,14,8,28
C17H12.3,1,7,11,0.3,0.3,0.3
C17H12.4,0.7,14,7,7,11,0.4
C17H12.5,0.1,8,0.2,22,0.7,0.4
C17H12.6,,0.4,0.3,0.1,2,31
C17H12.8,3,96,3,17,71,0.6
ceh-48,92,11,12,11,3,0.5
C17H12.10,1,5,11,4,2,11
C17H12.11,0.2,2,3,4,7,0.3
C17H12.12,0.9,0.2,2,0.4,1,1
anat-1,25,83,18,40,30,68
damt-1,13,2,5,7,2,5
zipt-3,41,15,19,24,20,23
C18A3.3,43,13,19,21,38,31
osta-2,23,25,34,30,20,9
tiar-1,128,87,75,63,70,93
C18A3.7,0.1,0.4,0.9,0.1,0.5,7
C18A3.9,5,2,1,2,2,4
C18A3.10,8,2,0.7,9,10,8
C18A11.1,4,7,43,9,5,36
C18A11.2,1,42,3,6,2,0.2
C18A11.3,0.3,8,33,30,4,5
C18A11.4,0.3,0.5,0.3,4,0.2,0.2
WBGene00015951,,0.5,1,0.6,0.2,21
C18B2.1,0.7,0.9,1,0.3,0.7,0.8
C18B2.2,0.1,0.5,0.2,1,0.1,0.1
C18B2.3,6,26,93,7,76,14
C18B2.4,31,90,50,34,50,51
C18B2.5,19,210,181,39,188,56
del-9,0.1,3,0.7,0.1,0.7,0.9
srbc-11,,0.1,,,,
C18B10.6,1,0.4,0.8,0.3,0.9,1
glb-5,1,0.1,0.3,0.6,0.7,1
ugt-48,1,23,2,16,12,2
WBGene00015966,62,16,22,22,24,5
C18C4.7,6,3,4,0.6,4,17
glb-6,0.3,4,5,1,0.5,6
C18E3.1,2,2,1,0.3,0.1,1
swsn-2.2,53,19,13,13,13,50
C18E3.3,20,8,7,5,5,3
C18E3.4,3,0.6,0.1,1,3,2
snrp-40.2,4,2,3,18,10,24
cas-2,6,6,10,5,6,17
C18E3.9,10,15,6,13,10,21
C18F10.2,0.1,0.6,0.1,0.5,1,0.3
C18F10.7,13,20,12,19,17,52
C18G1.1,22,18,4,0.4,0.8,3
elt-7,19,10,5,25,6,4
C18G1.6,0.1,0.1,0.1,0.4,2,0.7
C18G1.8,,0.4,1,,,
C18G1.9,,5,0.1,,28,
C18H2.1,0.6,0.3,0.6,0.1,0.4,2
C18H2.2,2,2,3,6,0.5,4
C18H2.3,,0.2,28,,,
C18H2.4,0.3,0.1,0.1,0.2,0.1,0.4
C18H2.5,6,0.7,0.1,0.3,0.1,1
C18H7.1,97,209,0.2,0.1,105,9
C18H7.4,,0.1,0.1,,0.1,211
C18H7.6,0.1,3,0.6,1,0.2,0.1
C18H7.7,,0.7,21,,,
srt-59,,0.6,0.1,,,
prmt-4,,0.2,0.3,,0.7,
C18H9.1,0.6,0.1,0.9,0.8,0.3,0.1
C18H9.3,18,19,19,17,13,45
C18H9.5,2,0.8,1,0.2,0.2,0.2
C18H9.6,0.9,26,12,0.1,10,3
ift-74,1,1,0.7,0.1,2,7
fln-2,112,48,43,49,28,8
C23F12.3,2,2,0.7,5,0.2,0.3
C23F12.4,45,26,19,19,13,4
C23G10.1,0.1,2,3,0.6,0.2,0.3
C23G10.2,33,24,116,23,122,56
C23G10.5,15,0.3,0.4,1,24,6
ugt-66,0.9,92,12,0.5,0.6,5
C23G10.7,32,15,18,38,34,28
C23G10.8,84,26,26,32,30,41
C23G10.10,,0.1,2,0.5,1,0.9
C23G10.11,,0.5,0.1,0.2,0.6,2
C23H3.2,7,47,59,42,84,16
ascc-1,14,25,12,24,13,13
sptl-1,56,36,66,24,100,40
C23H3.5,32,6,9,19,12,11
C23H3.9,11,8,17,0.9,8,0.6
prmt-6,0.5,5,3,11,3,2
glb-7,0.2,0.9,0.8,6,7,0.1
xbx-4,2,0.8,0.8,20,1,2
C23H5.8,8,40,2,7,75,0.5
flp-24,0.3,15,100,148,24,17
elf-1,12,1,9,0.9,3,4
C24A1.3,13,9,5,5,12,3
C24A3.1,4,0.1,0.2,0.6,1,0.1
C24A3.2,88,62,110,43,64,13
C24A3.4,8,5,11,12,2,5
dop-6,4,2,0.7,0.1,0.2,3
cst-2,10,2,2,0.8,0.2,19
C24A8.5,0.8,1,0.3,0.4,0.1,2
C24A11.1,0.2,2,5,0.5,11,0.4
C24A11.2,0.6,1,2,0.1,0.2,0.2
C24B5.1,0.1,9,18,1,1,20
spas-1,28,7,12,14,11,43
C24B5.4,17,20,8,3,2,61
C24B9.3,5,11,28,0.6,52,51
srt-28,,0.5,0.1,,0.1,
dod-3,0.6,1,18,7,15,0.5
C24D10.1,,0.1,0.5,,0.2,18
C24D10.2,,0.8,0.6,0.2,19,213
C24D10.4,30,10,14,16,17,32
C24D10.5,2,0.3,0.4,5,3,2
C24D10.6,49,21,33,21,37,48
nspd-3,,178,,,,
hir-1,13,10,13,14,10,4
mms-19,19,12,16,21,20,18
hpo-15,15,132,40,3,64,43
cox-16,56,27,42,43,42,80
delm-2,,0.3,0.3,,0.1,
acd-1,5,0.4,2,0.3,0.1,1
acd-2,2,0.9,0.3,5,11,0.2
C24H10.1,88,23,9,3,6,2
C24H10.2,2,8,14,24,6,15
C24H10.3,100,7,0.2,6,135,35
C24H10.4,,2,0.1,,0.8,
C24H12.1,53,0.4,0.7,43,39,12
C24H12.2,0.3,0.2,0.4,3,1,1
C24H12.4,27,48,17,79,26,22
dnsn-1,10,4,4,8,4,4
C24H12.6,0.1,0.2,0.3,0.3,0.6,1
C24H12.7,13,28,5,6,41,11
C24H12.8,,2,0.1,,0.2,2
C24H12.9,,3,0.8,,1,
C24H12.11,8,0.5,13,0.1,5,14
C25A6.1,,1,0.3,28,0.6,1
C25A8.2,,0.1,6,,,
cht-3,4,89,0.1,0.2,0.2,75
C25A8.5,3,4,4,0.3,0.4,0.4
C25A11.1,0.3,3,0.1,0.3,0.2,2
C25A11.2,9,10,5,3,5,16
clec-266,94,1,0.2,699,88,701
aexr-1,6,0.4,0.2,0.4,10,6
aexr-2,0.3,0.1,0.9,0.1,0.5,0.1
nhr-30,0.1,2,0.9,2,0.1,0.2
cyp-33B1,39,0.2,41,0.8,1,0.3
srsx-34,0.2,0.5,0.8,0.1,0.2,1
C25E10.4,0.8,0.9,0.2,0.2,0.3,0.4
C25E10.5,0.1,30,9,2,2,0.1
C25E10.7,,1,0.3,34,0.2,6
C25E10.8,0.2,14,153,0.1,11,92
C25E10.10,6,4,6,1,4,0.1
C25E10.11,3,0.1,0.1,0.2,0.8,3
C25E10.12,28,14,36,69,15,6
C25F6.1,31,11,11,11,13,6
dpyd-1,45,91,58,14,101,24
ddr-1,37,8,5,5,2,1
C25F6.6,,0.1,0.3,,5,2
C25F6.7,45,3,92,1,25,0.8
C25G6.1,13,0.6,2,0.6,0.2,3
C25G6.3,0.1,3,4,0.6,1,3
C25G6.4,0.2,4,0.7,3,0.2,2
npr-11,6,1,7,0.8,0.5,7
C25H3.1,1,1,0.5,23,0.2,2
C25H3.3,14,6,8,6,10,14
eif-2D,11,10,13,11,18,14
flp-27,2,43,71,5,6,100
mdt-26,39,72,12,25,15,40
C25H3.7,44,32,54,60,55,46
WBGene00016117,13,16,16,12,16,15
C25H3.9,130,130,245,123,314,209
C25H3.10,0.1,9,71,0.1,1,157
C25H3.11,10,6,12,9,11,11
ift-43,61,24,9,15,6,9
C25H3.14,18,24,20,26,22,15
dnc-4,31,18,10,17,13,17
C26B2.2,0.3,1,2,0.7,2,0.1
nhr-258,3,0.2,3,0.3,4,0.2
elpc-4,24,11,14,39,17,18
C26B2.7,27,2,20,16,21,15
C26B2.8,2,7,1,0.4,5,0.4
C26B9.1,36,27,10,15,10,6
C26B9.2,,9,0.4,2,0.3,3
C26B9.3,11,110,58,231,64,2
C26B9.5,0.1,78,49,8,40,19
C26B9.6,69,11,4,6,3,0.9
C26B9.7,2,0.1,7,0.4,0.1,0.5
C26E6.1,0.1,0.2,0.2,0.1,0.2,1
flh-2,163,163,14,9,7,14
ntl-9,88,75,15,19,16,46
rpb-2,46,30,43,39,42,57
mrps-18C,43,22,33,39,37,40
eri-9,23,11,10,11,13,19
mmab-1,19,9,29,16,37,32
C26E6.12,15,4,8,14,12,11
C26F1.1,37,19,55,123,1,30
cyp-32A1,2,4,42,0.1,2,15
C26F1.3,71,17,18,34,23,35
frpr-3,0.1,2,4,2,0.4,4
hint-3,9,94,14,19,14,13
smc-5,14,11,23,30,7,28
pho-12,1,9,2,0.3,0.4,0.9
C27A2.5,0.1,3,0.2,0.1,6,0.2
C27A12.2,33,14,12,23,14,23
C27A12.4,2,3,2,0.3,0.6,2
ari-1.3,20,9,9,13,6,32
ari-1.2,30,25,11,18,8,36
ari-1.1,33,29,19,34,27,35
C27A12.9,15,4,6,8,9,11
C27D6.1,,0.1,3,0.1,0.1,13
C27D6.3,,0.2,0.1,,250,
crh-2,68,137,33,34,38,23
C27D9.1,0.8,2,2,1,3,2
C27D9.2,,0.6,2,,,
C27F2.1,9,1,0.5,0.4,0.2,9
C27F2.4,44,52,24,40,27,20
vps-22,71,53,25,49,28,30
C27F2.6,,0.8,0.1,,0.4,79
C27F2.7,3,4,2,0.5,13,2
tmem-131,64,19,36,26,37,51
C27F2.10,32,6,13,14,17,23
C27H5.2,9,17,12,49,9,2
fust-1,96,32,37,42,36,84
C27H5.4,0.9,11,7,1,20,0.4
C27H5.6,0.1,0.4,0.3,0.9,0.3,0.1
C28C12.1,0.8,2,4,2,0.8,0.7
mesp-1,10,1,4,4,12,2
C28C12.3,,0.5,0.1,,,
C28C12.4,0.6,19,2,1,1,1
C28C12.11,6,4,4,0.3,3,0.1
C28C12.12,7,6,7,18,16,26
C28F5.1,,0.1,1,,,
glb-9,6,10,2,0.4,0.4,0.2
C28G1.2,0.1,0.1,0.4,2,0.2,0.6
sec-15,28,14,12,5,13,8
C28G1.4,2,0.1,0.3,7,1,0.9
C28G1.5,12,16,39,0.2,16,20
C28G1.6,0.8,6,4,4,7,0.7
bcl-7,187,14,23,16,10,51
C28H8.2,0.9,0.8,2,1,12,3
C28H8.3,30,47,71,202,82,65
C28H8.4,160,22,69,78,136,122
C28H8.5,0.1,1,0.1,1,0.1,1
pxl-1,30,116,35,40,29,12
C28H8.7,,0.5,0.1,,3,
C28H8.8,0.7,0.2,0.6,0.1,1,1
dpff-1,120,42,23,28,23,61
tdo-2,33,208,93,130,74,22
kle-2,42,15,15,14,15,46
tag-250,29,11,11,11,13,6
gsto-1,2,89,3,0.1,13,0.9
C29E4.9,32,4,6,3,5,3
C29E4.10,0.3,0.4,0.2,0.1,0.8,0.9
C29E4.12,129,4,59,32,44,30
C29F5.1,2,54,29,40,45,13
sdz-3,56,2,1,0.2,1,0.8
C29F5.3,2,0.4,2,2,0.2,0.3
glb-10,0.3,7,17,0.1,2,16
pals-22,19,9,6,8,5,2
C29F9.2,2,1,4,2,0.5,0.1
pals-24,7,2,5,0.1,2,2
C29F9.5,,0.2,0.1,,3,
C29F9.6,0.1,16,4,1,0.7,0.5
fbxa-57,2,2,0.3,2,0.5,0.1
C29F9.12,,4,0.1,,,
nhr-280,,0.1,0.8,1,2,2
C29G2.2,4,5,0.1,0.8,0.7,2
C29G2.3,,0.6,9,,,
srt-58,,0.2,0.3,,,
C29G2.6,2,12,100,3,20,100
C29H12.2,94,119,158,71,110,143
heri-1,0.8,2,4,3,2,10
C29H12.6,23,79,16,12,4,3
mob-4,138,69,31,39,40,110
C30A5.4,25,0.9,0.1,0.5,0.7,0.1
C30A5.10,0.2,0.8,0.2,0.1,0.1,0.9
C30B5.2,113,72,72,55,61,117
rbmx-2,34,8,16,40,9,22
daf-37,0.6,18,1,4,0.3,0.9
C30B5.6,0.1,5,0.5,2,0.5,1
C30B5.7,3,5,0.9,0.1,0.2,2
mrpl-32,51,40,52,41,47,30
hsp-110,36,124,214,93,164,176
C30E1.2,0.1,0.2,0.1,0.4,0.2,0.6
C30E1.3,,0.2,0.4,,1,
C30E1.4,,0.3,0.3,,0.1,
fbxb-114,4,0.3,18,3,1,5
C30E1.6,,1,0.2,,0.1,
C30E1.8,,0.8,0.2,,,
vha-16,205,962,408,169,484,162
C30F8.3,1,1,3,14,0.2,6
rege-1,3,53,20,21,17,6
C30F12.2,10,6,11,13,20,10
C30F12.3,1,2,27,0.4,0.6,192
C30F12.4,4,0.7,3,3,4,5
C30F12.5,19,81,59,43,51,12
trhr-1,1,10,15,5,4,13
idhg-2,2,8,29,23,37,11
C30G4.2,0.2,0.3,0.1,0.4,0.1,0.3
C30G4.4,0.6,10,25,5,6,19
irld-23,0.2,0.6,0.4,0.3,0.4,1
C30G12.1,3,0.8,0.5,0.5,8,9
C30G12.2,40,3,28,0.2,32,5
WBGene00016275,,3,,,,
C30G12.4,1,4,0.1,0.1,4,13
C30G12.6,0.8,2,4,4,3,9
erp-44.1,47,90,49,21,54,35
C31B8.1,,0.1,0.1,,0.6,0.2
C31B8.2,,0.6,9,,0.6,
pals-32,0.1,0.9,0.3,0.3,11,0.3
C31B8.7,9,2,4,0.4,0.3,12
zmp-3,6,3,57,1,1,16
C31B8.12,,0.2,0.2,,,
C31H1.1,0.1,0.3,0.3,0.2,0.5,2
C31H1.2,0.1,0.2,0.8,6,0.8,2
C31H1.5,,0.1,0.1,,0.5,
lntl-1,40,40,26,22,14,3
C31H1.8,1,2,4,4,3,9
tbc-7,30,22,21,28,16,5
C31H2.3,0.5,8,2,6,0.6,0.5
C31H2.4,2,7,12,13,0.5,12
fbxc-40,66,0.1,0.2,9,2,78
fbxc-15,,3,2,,0.8,
fbxc-14,6,13,1,0.6,5,7
C32B5.6,2,1,2,2,1,1
C32B5.7,,1,1,,0.2,
fbxc-6,0.1,0.4,0.1,0.8,0.2,1
fbxc-7,0.6,0.4,0.1,0.4,0.2,0.2
fbxc-32,44,3,0.1,4,10,4
fbxc-41,1,0.4,0.8,7,0.2,0.1
fbxc-57,6,0.4,0.3,4,1,6
C32B5.13,,0.2,0.1,,0.3,
fbxc-18,,1,74,16,21,7
C32B5.15,0.3,0.3,2,10,6,14
sdz-4,1,1,61,26,83,0.2
C32D5.1,0.5,4,5,2,0.7,7
efr-3,40,22,25,21,20,40
C32D5.4,436,0.2,0.3,0.1,0.3,4
set-4,50,8,16,14,17,42
C32D5.6,6,4,3,2,4,3
C32D5.7,16,21,8,17,6,3
C32D5.8,103,124,93,112,78,88
C32D5.10,24,13,10,13,12,25
C32D5.11,44,45,24,42,17,42
C32D5.12,44,18,4,118,6,2
C32E8.1,0.1,0.6,0.2,0.1,0.4,1
tppp-1,27,22,62,30,42,47
C32E8.4,0.1,3,28,0.1,0.1,0.3
C32E8.5,30,19,10,20,11,46
C32E8.6,0.1,0.6,0.2,0.2,3,4
C32E8.9,4,4,12,8,17,11
ubr-1,22,36,28,25,29,37
C32E12.1,,0.3,0.2,,0.5,0.1
pde-5,7,2,0.3,0.1,0.1,2
osr-1,34,1,11,0.5,0.2,6
C32E12.4,9,9,7,16,7,3
obr-4,27,22,19,21,25,37
C32F10.4,39,60,37,409,27,32
C32F10.8,13,66,76,67,113,90
C33C12.1,,0.4,2,0.1,0.2,5
gba-1,0.4,23,2,1,7,2
C33C12.4,0.9,4,1,7,0.2,0.8
fbxb-38,37,2,0.3,2,0.9,15
srb-14,1,0.1,2,0.5,0.1,0.2
C33C12.7,0.7,0.3,3,0.2,0.8,1
gba-2,0.1,4,0.6,0.1,0.9,0.1
mtq-2,8,9,12,16,6,13
C33C12.10,22,7,5,17,5,11
cnnm-3,2,23,5,4,7,2
rsef-1,0.4,0.5,1,2,1,0.3
C33E10.1,5,1,2,0.2,0.2,1
fbxa-120,1,0.5,0.8,6,3,3
C33E10.5,,0.8,0.8,,7,
C33E10.8,0.8,0.6,0.2,0.3,1,1
C33E10.10,,2,0.3,,2,0.1
tbck-1,12,2,5,3,4,4
C33F10.4,13,5,5,7,3,4
rig-6,40,20,24,28,28,3
lact-5,36,15,36,66,2,10
C33F10.8,0.4,2,0.3,0.4,2,0.2
C33F10.11,,250,,,,
C33F10.12,,0.1,57,,,
fbxb-88,93,0.4,0.8,46,91,21
C33G8.2,0.4,2,4,4,0.3,22
drd-10,,2,0.3,,5,
C33G8.4,10,36,23,2,8,0.6
srab-4,0.1,2,6,2,1,5
nhr-161,3,2,2,5,4,2
nhr-139,10,0.9,0.3,6,11,5
nhr-140,10,2,1,9,2,12
nhr-162,2,1,0.3,2,3,3
nhr-163,13,0.7,0.2,7,12,6
C33H5.1,0.4,0.6,0.6,0.4,0.1,0.5
C33H5.2,0.1,0.5,1,2,0.2,0.1
swd-2.1,16,6,4,12,7,14
swd-2.2,49,14,24,22,26,38
rpap-3,42,1,18,19,15,13
sec-10,26,9,13,11,15,15
imp-3,41,29,16,64,14,21
C33H5.13,6,10,26,27,57,43
ntp-1,25,17,13,17,8,8
sgo-1,24,2,7,18,7,26
C33H5.16,,0.1,0.2,,16,
zgpa-1,6,5,9,15,3,12
cdgs-1,50,219,24,31,23,25
tag-272,0.4,5,5,5,2,7
kbp-5,284,26,15,68,11,15
C34B2.3,,0.9,0.1,24,0.1,0.1
C34B2.4,,0.1,4,,,
ttc-1,16,3,15,15,18,15
lonp-1,20,12,34,16,38,33
sdha-2,5,12,12,8,15,17
C34B2.8,143,128,283,127,218,174
C34B2.9,16,9,5,0.7,1,11
C34B2.10,266,16,62,25,84,51
C34B2.11,12,36,15,34,8,2
maph-9,4,0.4,0.4,0.4,15,13
C34D4.2,0.5,3,0.1,0.2,0.2,4
C34D4.3,,0.3,52,,,
C34D4.4,70,7,34,24,36,33
C34D4.10,0.3,2,3,1,1,2
grsp-3,2,19,13,1,23,2
mutd-1,53,3,39,28,25,46
hecd-1,118,69,58,115,60,77
C34D10.1,34,51,11,13,7,11
